startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,consent,ready_quiz1,quiz1_1,quiz1_2,quiz1_3,allocation_luck,ready_quiz2,quiz2_1,quiz2_2,quiz2_3,allocation_merit,ready_quiz3,quiz3_1,quiz3_2,quiz3_3,allocation_educ,ready_quiz4,quiz4_1,quiz4_2,quiz4_3,tickYN_educ,tickYN_educ_firstClick,tickYN_educ_lastClick,q91_pagesubmit,tickYN_educ_tick_count,tick241_educ,allocation_info_educ_NoTick,allocation_info_educ_YesTick,ready_quiz5,quiz5_1,quiz5_2,quiz5_3,allocation_employ,ready_quiz6,quiz6_1,quiz6_2,quiz6_3,tickYN_employ,tickYN_employ_firstClick,tickYN_employ_lastClick,q151_pagesubmit,tickYN_employ_tick_count,tick241_employ,allocation_info_employ_NoTick,allocation_info_employ_YesTick,survey_fair1,survey_reason_text,q182_4_text,q182_7_text,male,age,edu,income,party,q187_6_text,attitude,englishNative,q189_2_text,followup,mTurkID,sc0,sc1,confirmation_code,scoreopportunity,scoreemployment,passQuiz
2022-01-27 19:38:45,2022-01-27 19:42:25,IP Address,76.185.14.31,100,220,True,2022-01-27 19:42:25,R_31TyvovWm8V6gxt,,,,,32.9656982421875,-96.88249969482421875,anonymous,EN,0.89999997615814208984375,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,graduated from a 4 year college,I prefer not to answer,Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2H8PEGI28NKZD,0,0,51868,,,
2022-01-27 19:40:17,2022-01-27 19:42:36,IP Address,108.199.99.81,100,138,True,2022-01-27 19:42:36,R_PtAtE2A8vuXeU1j,,,,,38.7252960205078125,-120.796600341796875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Male,23 to 29,completed high school,"$15,001 to $30,000",Democrat,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A3NFAFM1LI0BC9,0,0,32255,,,
2022-01-27 19:33:37,2022-01-27 19:42:58,IP Address,76.232.182.5,100,561,True,2022-01-27 19:42:58,R_3HjhpKafCbfW7x6,,,,,38.2400970458984375,-122.039703369140625,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,5.323,92.133,96.401,32,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 3 USD and worker B is paid 3 USD.,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,40 to 49,graduated from a 4 year college,"$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AJDHPRCJ985C7,0,32,74146,,32,
2022-01-27 19:35:33,2022-01-27 19:43:00,IP Address,98.167.49.50,100,446,True,2022-01-27 19:43:00,R_3MQMmV3oXCaNHvD,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,40 to 49,"some college education, or 2 year college degree","$15,001 to $30,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A32NNZH63PWU1Y,0,0,20029,,,
2022-01-27 19:37:57,2022-01-27 19:44:01,IP Address,136.53.121.222,100,364,True,2022-01-27 19:44:01,R_234BpSMgOMQKFLe,,,,,34.744598388671875,-86.6714019775390625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,5.882,75.948,77.843,31,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,602,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 4 USD and worker B is paid 2 USD.,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,18 to 22,completed high school,"$0 to $15,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A32YT7XWI6B81S,0,29,67142,,29,
2022-01-27 19:35:08,2022-01-27 19:45:06,IP Address,142.129.36.70,100,598,True,2022-01-27 19:45:07,R_3rV7gyoomfbbg2k,,,,,34.3076934814453125,-118.4286956787109375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,7.853,89.998,94.057,31,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,"some college education, or 2 year college degree","$0 to $15,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2ZLY9TH3CS2C,31,0,20431,31,,
2022-01-27 19:44:30,2022-01-27 19:45:07,IP Address,104.51.221.198,100,36,True,2022-01-27 19:45:07,R_1jeTYOwWCTbIeiP,,,,,30.051605224609375,-95.470703125,anonymous,EN,,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26838,,,
2022-01-27 19:28:15,2022-01-27 19:45:22,IP Address,66.41.96.184,100,1027,True,2022-01-27 19:45:23,R_3L6DRH1dbvsKvw5,,,,,45.193206787109375,-93.3022003173828125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 3 USD and worker B is paid 3 USD.,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,50 to 59,completed high school,"$15,001 to $30,000",Republican,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A165B3KWNDSHYS ,0,0,50235,,0,
2022-01-27 19:40:35,2022-01-27 19:45:26,IP Address,65.215.24.94,100,290,True,2022-01-27 19:45:26,R_e3QtVRmoJ8jMkhj,,,,,40.7122955322265625,-74.00679779052734375,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers should be followed.,,,Female,40 to 49,graduated from a 4 year college,"$70,001 to $100,000",Republican,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A1O4YE320W36HP,0,0,22054,,,
2022-01-27 19:37:30,2022-01-27 19:46:09,IP Address,72.255.194.153,100,518,True,2022-01-27 19:46:09,R_3lt4CfCaLol0yJN,,,,,34.6519012451171875,-84.3583984375,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,30 to 39,"some college education, or 2 year college degree","$0 to $15,000",Independent,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A3DQ5VQMUOSZ35,0,0,59243,,,
2022-01-27 19:41:15,2022-01-27 19:47:16,IP Address,65.202.145.2,100,360,True,2022-01-27 19:47:16,R_2EoWyHGt9UtJxCx,,,,,42.28399658203125,-71.01940155029296875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,1.581,36.423,37.714,36,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers should be followed.,,,Female,40 to 49,some graduate school attended or higher,"$70,001 to $100,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AJZQ1OX1Y7YSG,33,0,99417,33,,
2022-01-27 19:39:23,2022-01-27 19:47:24,IP Address,104.138.150.147,100,480,True,2022-01-27 19:47:24,R_25WNaTIZ6tjizc9,,,,,36.068206787109375,-80.2928009033203125,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,60 to 69,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A122MZOQT9A8XL,0,0,33514,,,
2022-01-27 19:38:50,2022-01-27 19:47:34,IP Address,174.16.63.133,100,523,True,2022-01-27 19:47:34,R_2t4LHwz1WQvvkQ4,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,8.07,119.729,122.772,35,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 6 USD and worker B is paid 0 USD.,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers should be followed.,,,Female,30 to 39,"some college education, or 2 year college degree","$50,001 to $70,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A2PTBA7RHNHDDL,0,32,15214,,32,
2022-01-27 19:41:35,2022-01-27 19:48:51,IP Address,184.182.70.123,100,436,True,2022-01-27 19:48:52,R_SUBkAfq1eyBOXsZ,,,,,36.270904541015625,-115.279998779296875,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Female,23 to 29,graduated from a 4 year college,"$50,001 to $70,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3C0E8S182VF8Y,0,0,85218,,,
2022-01-27 19:41:18,2022-01-27 19:49:32,IP Address,47.213.168.43,100,493,True,2022-01-27 19:49:32,R_3lEnSkn7uI7oHS9,,,,,37.0503997802734375,-93.300201416015625,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 4 USD and worker B is paid 2 USD.,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,18 to 22,completed high school,"$15,001 to $30,000",I do not vote,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A81RLMX25UU3F,0,0,59993,,0,
2022-01-27 19:37:58,2022-01-27 19:49:34,IP Address,108.160.126.6,100,695,True,2022-01-27 19:49:34,R_3fGYF1TO1xLJnx8,,,,,30.6826019287109375,-94.8988037109375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,5.933,99.82,103.828,27,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2CFU3GA2QTXPC,27,0,34153,27,,
2022-01-27 19:38:18,2022-01-27 19:50:16,IP Address,73.198.109.183,100,718,True,2022-01-27 19:50:17,R_2fp2xdO3WCFKr7N,,,,,40.6367950439453125,-74.37270355224609375,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers should be followed.,,,Female,40 to 49,some graduate school attended or higher,"$130,001 to $170,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,ANK0MRBJE75O5,0,0,19141,,,
2022-01-27 19:46:27,2022-01-27 19:50:21,IP Address,24.165.4.169,100,233,True,2022-01-27 19:50:21,R_1JEDWmiDRsSi2IF,,,,,19.70599365234375,-155.092803955078125,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,40 to 49,"some college education, or 2 year college degree","$100,001 to $130,000",I do not vote,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3LJ5FJIXEEGXQ,0,0,19081,,,
2022-01-27 19:48:03,2022-01-27 19:51:06,IP Address,24.255.200.5,100,182,True,2022-01-27 19:51:06,R_3Egvu35GoSm3dfM,,,,,38.8253021240234375,-97.6389007568359375,anonymous,EN,0.800000011920928955078125,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,30 to 39,"some college education, or 2 year college degree","$70,001 to $100,000",Democrat,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,AOHS348RVOF6D,0,0,73664,,,
2022-01-27 19:47:04,2022-01-27 19:51:21,IP Address,71.143.77.175,100,256,True,2022-01-27 19:51:21,R_3ltb2HUuUeAx7yg,,,,,34.330902099609375,-89.48370361328125,anonymous,EN,0.800000011920928955078125,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,40 to 49,graduated from a 4 year college,"$70,001 to $100,000",I do not vote,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A1KPSS6Z35MDC,0,0,40325,,,
2022-01-27 19:48:40,2022-01-27 19:51:53,IP Address,98.207.245.179,100,192,True,2022-01-27 19:51:53,R_2q2GisrR8sY10cv,,,,,39.4394989013671875,-123.7682952880859375,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,0,0,74257,,,
2022-01-27 19:44:27,2022-01-27 19:52:30,IP Address,172.221.125.66,100,482,True,2022-01-27 19:52:30,R_2ahtTt8UuqGPUGx,,,,,44.4918975830078125,-108.084503173828125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers should be followed.,,,Male,50 to 59,"some college education, or 2 year college degree","$0 to $15,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2LCJ3GJY8WDQC,0,0,79356,,,
2022-01-27 19:50:57,2022-01-27 19:55:17,IP Address,75.138.178.61,100,260,True,2022-01-27 19:55:17,R_bJC7LG2f5Za4evn,,,,,42.0738067626953125,-72.03029632568359375,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Male,40 to 49,graduated from a 4 year college,"$50,001 to $70,000",Libertarian,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A2CCHNM5S3OLH3,0,0,61994,,,
2022-01-27 19:48:39,2022-01-27 19:55:17,IP Address,73.145.43.205,100,397,True,2022-01-27 19:55:18,R_1NriQ8f1tCeoKLX,,,,,42.22900390625,-84.41320037841796875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 6 USD and worker B is paid 0 USD.,,Very fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Female,18 to 22,"some college education, or 2 year college degree","$50,001 to $70,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A3U8Y0N395K6WN,0,0,59919,,0,
2022-01-27 19:55:51,2022-01-27 20:01:09,IP Address,69.18.233.185,100,318,True,2022-01-27 20:01:10,R_1kTCzO93o9JWEuN,,,,,38.937103271484375,-97.206298828125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go directly to the page about the redistribution decision,,,,,,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,40 to 49,graduated from a 4 year college,"$70,001 to $100,000",Republican,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A3CC8M7VB4LTOR,0,0,80463,0,,
2022-01-27 20:09:41,2022-01-27 20:12:45,IP Address,98.212.93.191,100,184,True,2022-01-27 20:12:46,R_27s7rh7VS85cIYj,,,,,41.3589935302734375,-89.4259033203125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,64410,,,
2022-01-27 20:13:27,2022-01-27 20:16:09,IP Address,98.212.93.191,100,162,True,2022-01-27 20:16:10,R_23Un5RqjQf3vkyG,,,,,41.3589935302734375,-89.4259033203125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,Neutral,I redistributed the money based on what I believe is fair between the two workers as well as myself.,,,Female,23 to 29,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A3N2HB9XR7QF05,0,0,20823,,,
2022-01-27 20:13:42,2022-01-27 20:16:55,IP Address,73.155.205.58,100,192,True,2022-01-27 20:16:56,R_3qVCOkrx4L7nPSb,,,,,30.2393035888671875,-95.54090118408203125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12751,,,
2022-01-27 20:10:31,2022-01-27 20:17:33,IP Address,98.243.157.54,100,422,True,2022-01-27 20:17:34,R_2S99OruyHr3iX8t,,,,,42.4658050537109375,-82.94589996337890625,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money because of another motive (please specify),,"If I had been given the option to keep the money I would have kept for myself. However, since I had no monetary gain, I decided that it would be fair to split the results up between both players.",Male,30 to 39,"some college education, or 2 year college degree","$30,001 to $50,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,ACKB12F8QD5HJ,0,0,21403,,,
2022-01-27 20:16:40,2022-01-27 20:19:33,IP Address,24.247.128.114,100,173,True,2022-01-27 20:19:33,R_1Iauo9UWDeeHXAf,,,,,46.41510009765625,-84.285400390625,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,23 to 29,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,AR78EVSBHVFR7,0,0,70467,,,
2022-01-27 20:15:02,2022-01-27 20:22:11,IP Address,73.155.205.58,100,428,True,2022-01-27 20:22:11,R_QnNhu9qhytBVCwN,,,,,30.2393035888671875,-95.54090118408203125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Go to the 3-digit code task to try to learn the information,6.66,118.859,119.857,40,"241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241",,Worker A is paid 4 USD and worker B is paid 2 USD.,Fair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,graduated from a 4 year college,"$130,001 to $170,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2Q7Q8O7H77FMF,0,31,43606,,31,
2022-01-27 19:29:03,2022-01-27 19:33:31,IP Address,73.166.89.198,67,268,False,2022-01-27 20:29:06,R_3nMLqByvQ9RMUzc,,,,,,,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,26517,,,
2022-01-27 20:23:46,2022-01-27 20:29:25,IP Address,4.4.48.253,100,338,True,2022-01-27 20:29:25,R_3Gew0rie63Lv4tK,,,,,30.332794189453125,-97.70050048828125,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,23 to 29,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2S9SAGO12WZ6P,0,0,11875,,,
2022-01-27 19:31:40,2022-01-27 19:35:41,IP Address,68.230.192.43,71,240,False,2022-01-27 20:31:46,R_2dtqdoJ7YcltLWs,,,,,,,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,51991,,,
2022-01-27 20:25:35,2022-01-27 20:34:05,IP Address,71.223.47.22,100,509,True,2022-01-27 20:34:05,R_2rpBGqx4mPfxw8u,,,,,33.4669036865234375,-111.91510009765625,anonymous,EN,1,I agree,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 6 USD and worker B is paid 0 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair,I did not redistribute because I believe the original rules of the reward scheme between the two workers was fair.,,,Male,30 to 39,"some college education, or 2 year college degree",I prefer not to answer,Libertarian,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1KK9SJUQRAH,0,0,21998,,,
2022-01-27 19:34:21,2022-01-27 19:37:12,IP Address,141.156.194.254,62,171,False,2022-01-27 20:34:27,R_2PaK6VCEKyPlN8i,,,,,,,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,86430,,,
2022-01-27 19:38:33,2022-01-27 19:40:12,IP Address,108.199.99.81,2,98,False,2022-01-27 20:38:35,R_3jfG0r2zHJLCiDp,,,,,,,anonymous,EN,,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,72421,,,
2022-01-28 19:04:43,2022-01-28 19:06:37,IP Address,174.126.165.231,100,113,True,2022-01-28 19:06:37,R_1DD3TLjJQH9GQBt,,,,,43.578399658203125,-116.2178955078125,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,28795,,,
2022-01-28 19:04:32,2022-01-28 19:07:10,IP Address,70.185.239.48,100,157,True,2022-01-28 19:07:10,R_3CIA5WoWUkfXz6e,,,,,36.0431976318359375,-95.80719757080078125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Female,30 to 39,some graduate school attended or higher,"$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A367ZURE8LUTJV,0,0,78072,,,
2022-01-28 19:07:09,2022-01-28 19:07:40,IP Address,73.209.48.75,100,31,True,2022-01-28 19:07:41,R_1dsghhKqjCKrZ3q,,,,,41.850799560546875,-87.87909698486328125,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,56270,,,
2022-01-28 19:07:03,2022-01-28 19:08:16,IP Address,24.124.121.221,100,73,True,2022-01-28 19:08:16,R_1inwdx9T15PjLcW,,,,,38.9683074951171875,-95.269500732421875,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,0,0,86908,,,
2022-01-28 19:05:13,2022-01-28 19:08:23,IP Address,24.92.132.112,100,190,True,2022-01-28 19:08:23,R_1DSeWyrTWOKpRMN,,,,,40.0233001708984375,-83.08589935302734375,anonymous,EN,0.699999988079071044921875,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 3 USD and worker B is paid 3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,30 to 39,graduated from a 4 year college,"$30,001 to $50,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3KZQPEKQ64ASL,0,0,36497,,,
2022-01-28 19:05:41,2022-01-28 19:08:32,IP Address,73.124.219.26,100,171,True,2022-01-28 19:08:33,R_26fGBlAcV27u3XY,,,,,25.8119049072265625,-80.2317962646484375,anonymous,EN,1,I agree,,,,,,I am ready for the comprehension quiz.,True,True,True,Worker A is paid 4 USD and worker B is paid 2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very unfair,I redistributed the money based on what I believe is fair between the two workers.,,,Male,30 to 39,"some college education, or 2 year college degree","$70,001 to $100,000",Independent,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A24I5N406D8R22,0,0,67569,,,
2022-01-28 19:06:25,2022-01-28 19:08:36,IP Address,45.3.85.89,100,131,True,2022-01-28 19:08:36,R_29iYJYsObwk8Dp3,,,,,38.8907928466796875,-77.3271026611328125,anonymous,EN,0.89999997615814208984375,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,28050,,,
