startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q11,q41,q51,q61,q71,q81,q91,q111_firstclick,q111_lastclick,q111_pagesubmit,q111_clickcount,q121_firstclick,q121_lastclick,q121_pagesubmit,q121_clickcount,q123,q124,q125,q126,q127,q128,q129,q1210,q1211,q1212,q1213,q1214,q1215,q1216,q1217,q151_firstclick,q151_lastclick,q151_pagesubmit,q151_clickcount,q161_firstclick,q161_lastclick,q161_pagesubmit,q161_clickcount,q163,q164,q165,q166,q171_1,q171_2,q171_3,q171_4,q171_5,q172,q173,q174,q175,q176,q176_6_text,q177,q178,q178_2_text,q179,q1710,sc0,sc1,confirmation_code,fl_39_do,fl_7_do,fl_21_do,fl_16_do,batch
4/20/2022 18:08,4/20/2022 18:16,IP Address,24.35.35.190,100,466,TRUE,4/20/2022 18:16,R_2Vfls8k3qpft2tZ,,,,,30.1999,-85.8122,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,15.503,15.503,84.64,1,12.729,130.425,132.301,18,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,7,6,9,6,8,Male,50 to 59,some graduate school attended or higher,"$30,001 to $50,000",Independent,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,AH1GZQFB3F9NH,15,0,69786,Vignette-MeritEmployment,FL_13,tutorial-highrelevance,,1
4/20/2022 18:12,4/20/2022 18:16,IP Address,24.214.243.208,100,245,TRUE,4/20/2022 18:16,R_3QVHgMmKGaKtBlM,,,,,32.5109,-84.9794,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,0,0,32.953,0,2.205,61.728,63.27,27,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,7,1,6,8,Female,30 to 39,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2NBJMEKICEU1A,15,0,10353,Vignette-MeritEmployment,FL_11,,,1
4/20/2022 18:06,4/20/2022 18:16,IP Address,70.174.77.75,100,607,TRUE,4/20/2022 18:16,R_2BwUCe0ldbuSsUe,,,,,36.7969,-76.1797,anonymous,ZH-S,I agree,,,,,At least 60% but below 80% of managers,,,,,,9.406,140.326,146.046,17,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,2 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Casings,"Moles, rats, fish and toads",1/3 its own body weight,0,0,182.108,0,,,,,,,,,6,9,4,8,10,Male,40 to 49,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2MAFM9LD9FBIH,13,0,91493,Vignette-InfoOpportunity,FL_13,tutorial-lowrelevance,,1
4/20/2022 18:08,4/20/2022 18:16,IP Address,172.58.236.169,100,512,TRUE,4/20/2022 18:16,R_1mXAFL8OFIbFgvV,,,,,40.7667,-74.0311,anonymous,ZH-S,I agree,,,,,At least 40% but below 60% of managers,,0,0,95.874,0,4.163,85.487,88.232,45,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 1000,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,0,3,10,Female,30 to 39,"some college education, or 2 year college degree","$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A3PGCZCYMXQMZ8,14,0,76924,Vignette-InfoOpportunity,FL_12,,,1
4/20/2022 18:06,4/20/2022 18:16,IP Address,172.97.19.60,100,618,TRUE,4/20/2022 18:16,R_2areB157nWiYPgd,,,,,37.7325,-83.0298,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,5.113,169.419,186.597,9,,,,,,,,,,,,,,,,,,,,,,,,5.953,32.901,33.791,5,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,10,10,7,5,10,Female,23 to 29,completed high school,"$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2CS67AX8RPJUB,0,4,34097,Vignette-RandomOpportunity,FL_14,,test-short,1
4/20/2022 18:09,4/20/2022 18:17,IP Address,68.202.97.42,100,437,TRUE,4/20/2022 18:17,R_2dMVnJeeZqeAY27,,,,,28.9025,-81.248,anonymous,ZH-S,I agree,,,,,,At least 80% of managers,0,0,85.147,0,1.744,79.936,80.945,19,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their bristles,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/10 its own body weight,,,,,,,,,,,,,8,9,5,7,10,Female,23 to 29,some graduate school attended or higher,"$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2CSGR33WTRXO0,13,0,47825,Vignette-InfoEmployment,FL_13,tutorial-highrelevance,,1
4/20/2022 18:10,4/20/2022 18:17,IP Address,108.2.58.14,100,390,TRUE,4/20/2022 18:17,R_1Lp0bEfPBDVzdQ7,,,,,40.0459,-75.5307,anonymous,ZH-S,I agree,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,,,,3.568,45.224,57.429,2,7.086,101.226,102.416,25,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Pellets,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,7,7,7,5,5,Female,30 to 39,graduated from a 4 year college,"$100,001 to $130,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A17O2N7IPH16FK,13,0,18158,Vignette-MeritOpportunity,FL_14,,test-long,1
4/20/2022 18:07,4/20/2022 18:18,IP Address,38.15.226.239,100,638,TRUE,4/20/2022 18:18,R_31SBUmatir74wkJ,,,,,42.3634,-71.0713,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,0,0,3.204,0,6.078,95.293,96.126,20,Building tunnels in the soil,Help them grip the ground,Birdfeed,Ring shaped parts that bend and stretch,Dirt,More than 1000,2 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Casings,"Toads, gophers, spiders and humans",1/3 its own body weight,,,,,,,,,,,,,9,9,9,9,9,Female,23 to 29,some graduate school attended or higher,"$170,001 or above",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2A56XB6YTRFJ9,10,0,25761,Vignette-RandomEmployment,FL_14,,test-long,1
4/20/2022 18:09,4/20/2022 18:19,IP Address,69.137.191.111,100,579,TRUE,4/20/2022 18:19,R_cO0El3wdC79LUuB,,,,,32.3366,-111.1771,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,0,0,296.377,0,4.24,69.815,71.061,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,0,5,10,Female,23 to 29,completed high school,"$0 to $15,000",Other (please specify),Communist,The amount of inequality in society is very unacceptable.,Yes,,Yes,A35CRYBHUZZZHO,15,0,46160,Vignette-RandomOpportunity,FL_11,,,1
4/20/2022 18:09,4/20/2022 18:20,IP Address,24.6.2.172,100,650,TRUE,4/20/2022 18:20,R_1Fh1adL2TKX0x5s,,,,,37.9145,-122.3007,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,94.576,133.029,139.4,2,11.774,166.765,167.209,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Moss or other plants,More than 1000,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,4,9,10,Female,30 to 39,graduated from a 4 year college,"$0 to $15,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A22PQO8PDZJTVM,13,0,83789,Vignette-RandomEmployment,FL_12,,,1
4/20/2022 18:08,4/20/2022 18:20,IP Address,108.35.84.184,100,682,TRUE,4/20/2022 18:20,R_bCn8sVFXawTvM1b,,,,,40.734,-74.0712,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,10.346,26.297,78.917,6,6.761,298.665,300.178,40,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,10,7,10,10,Female,23 to 29,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A5Q2CMQMYG1IK,15,0,25424,Vignette-MeritEmployment,FL_14,,test-long,1
4/20/2022 18:15,4/20/2022 18:20,IP Address,73.121.210.211,100,330,TRUE,4/20/2022 18:20,R_1CEK7BCDm9M9pfh,,,,,36.0327,-83.8071,anonymous,ZH-S,I agree,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,,,,,,8.106,90.89,91.994,15,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 50,60 days,To create walls for the tunnels they dig,A few days at most,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",Twice its own body weight,0,0,44.106,0,,,,,,,,,8,8,8,8,9,Male,50 to 59,"some college education, or 2 year college degree","$50,001 to $70,000",Republican,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A22J1U3RTB7TG4,11,0,63615,Vignette-MeritOpportunity,FL_13,tutorial-lowrelevance,,1
4/20/2022 18:07,4/20/2022 18:21,IP Address,24.118.178.39,100,834,TRUE,4/20/2022 18:21,R_2SChyCxAN6KIdie,,,,,45.0001,-93.0986,anonymous,ZH-S,I agree,,,,,At least 60% but below 80% of managers,,,,,,31.823,211.895,212.849,34,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Earthworm feces,"Moles, rats, fish and toads",1/3 its own body weight,7.592,296.199,298.978,36,,,,,,,,,6,6,10,4,5,Male,30 to 39,"some college education, or 2 year college degree","$30,001 to $50,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A2HK6DECU353FZ,13,0,15881,Vignette-InfoOpportunity,FL_13,tutorial-lowrelevance,,1
4/20/2022 18:09,4/20/2022 18:21,IP Address,216.21.163.7,100,739,TRUE,4/20/2022 18:21,R_RD04VaBEcIcBd0R,,,,,40.2584,-111.6591,anonymous,ZH-S,I agree,,,,,At least 60% but below 80% of managers,,0,0,145.574,0,8.074,167.361,168.266,23,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,10,9,8,8,Male,23 to 29,"some college education, or 2 year college degree","$70,001 to $100,000",Libertarian,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A385OM9SMYLBWC,14,0,97331,Vignette-InfoOpportunity,FL_12,,,1
4/20/2022 18:18,4/20/2022 18:24,IP Address,153.33.11.30,100,336,TRUE,4/20/2022 18:24,R_2Wxtl92coy9qrvE,,,,,32.4413,-81.7711,anonymous,ZH-S,I agree,,,,,,At least 20% but below 40% of managers,8.543,63.336,65.846,3,8.229,63.958,65.292,17,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,7,7,5,9,Male,23 to 29,some graduate school attended or higher,"$15,001 to $30,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,ANVEC4QSKNJLF,15,0,80823,Vignette-InfoEmployment,FL_11,,,1
4/20/2022 18:18,4/20/2022 18:24,IP Address,75.4.63.30,100,385,TRUE,4/20/2022 18:24,R_1EZ2jYJJv5EhDEd,,,,,36.7586,-83.3532,anonymous,ZH-S,I agree,,,,,At least 80% of managers,,,,,,1.751,99.138,100.401,24,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Moss or other plants,More than 20,9 months,To create walls for the tunnels they dig,A few days at most,Through their mouth,Warm and wet,Through their skin,Casings,"Rats, toads, humans and gophers",Twice its own body weight,5.169,5.169,61.838,1,,,,,,,,,6,9,8,7,6,Female,30 to 39,graduated from a 4 year college,"$0 to $15,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1YV31LYI26TT5,7,0,67186,Vignette-InfoOpportunity,FL_13,tutorial-lowrelevance,,1
4/20/2022 18:19,4/20/2022 18:25,IP Address,98.224.3.141,100,371,TRUE,4/20/2022 18:25,R_T5HJ3hvt94DRlBL,,,,,38.3545,-120.7573,anonymous,ZH-S,I agree,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,,40.715,40.715,74.057,1,6.178,81.794,82.381,30,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,8,0,8,10,Male,50 to 59,"some college education, or 2 year college degree","$0 to $15,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1LGVAOEP77C1P,15,0,74292,Vignette-MeritOpportunity,FL_11,,,1
4/20/2022 18:14,4/20/2022 18:25,IP Address,174.249.194.7,100,709,TRUE,4/20/2022 18:25,R_O8X7vhfZ7jvXutb,,,,,37.751,-97.822,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,,,51.75,51.75,77.995,1,7.454,62.233,71.017,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,9,10,5,7,Male,30 to 39,graduated from a 4 year college,"$15,001 to $30,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2QLP4ES7K69X0,15,0,43882,Vignette-RandomOpportunity,FL_12,,,1
4/20/2022 18:07,4/20/2022 18:26,IP Address,71.199.32.71,100,1131,TRUE,4/20/2022 18:26,R_2rpdODCSvpVYcUr,,,,,41.7468,-111.8268,anonymous,ZH-S,I agree,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,,,,,,17.193,468.38,470.408,18,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 100,60 days,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their bristles,Castings,"Rats, toads, humans and gophers",Twice its own body weight,38.91,159.635,279.465,5,,,,,,,,,8,8,8,8,8,Female,50 to 59,graduated from a 4 year college,"$0 to $15,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,No (please specify your native language),Korean,Yes,AD99207Z9ZCIT,10,0,46761,Vignette-MeritOpportunity,FL_13,tutorial-lowrelevance,,1
4/20/2022 18:16,4/20/2022 18:26,IP Address,24.255.131.156,100,585,TRUE,4/20/2022 18:26,R_3eai7lThcYgqA8o,,,,,38.3746,-97.673,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,3.591,3.591,300.141,1,,,,,,,,,,,,,,,,,,,,,,,,64.295,138.602,139.74,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,10,10,10,10,10,Male,18 to 22,"some college education, or 2 year college degree","$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1CXWTVNAOBU23,0,4,28885,Vignette-RandomEmployment,FL_14,,test-short,1
4/20/2022 18:27,4/20/2022 18:32,IP Address,73.114.11.110,100,289,TRUE,4/20/2022 18:32,R_2CEzEHFvz4WHHYw,,,,,42.3649,-71.0987,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,0,0,26.673,0,12.775,144.502,144.796,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,6,6,7,6,6,Male,30 to 39,graduated from a 4 year college,"$100,001 to $130,000",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,A15QM0DTL65EOL,15,0,89576,Vignette-MeritEmployment,FL_12,,,1
4/20/2022 18:27,4/20/2022 18:36,IP Address,128.32.177.206,100,550,TRUE,4/20/2022 18:36,R_1pJNmwOonlTWcMn,,,,,37.8919,-122.2636,anonymous,ZH-S,I agree,,,,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,0,0,75.937,0,,,,,,,,,,,,,,,,,,,,,,,,11.643,56.673,57.846,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,9,9,3,7,6,Female,23 to 29,some graduate school attended or higher,"$30,001 to $50,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A3HAS95LD54DT0,0,4,71025,Vignette-RandomEmployment,FL_14,,test-short,1
4/20/2022 18:25,4/20/2022 18:36,IP Address,172.58.176.199,100,659,TRUE,4/20/2022 18:36,R_UJuMvzBi1wL9Gox,,,,,32.9103,-96.7283,anonymous,ZH-S,I agree,,,,,,At least 80% of managers,76.828,76.828,78.294,1,8.352,147.173,149.975,31,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,8,0,6,6,Male,30 to 39,"some college education, or 2 year college degree","$15,001 to $30,000",Republican,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A5K108EWACHK5,14,0,44225,Vignette-InfoEmployment,FL_13,tutorial-highrelevance,,1
4/20/2022 18:24,4/20/2022 18:38,IP Address,73.114.55.181,100,825,TRUE,4/20/2022 18:38,R_2VqCgChMvjY4ymS,,,,,42.5334,-70.9653,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $300 and Bill is awarded a bonus of $300,,,,,3.901,6.79,300.068,2,6.678,105.754,106.951,18,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,10,9,5,5,5,Female,30 to 39,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2SXOQZNH7UCC5,15,0,75938,Vignette-RandomOpportunity,FL_14,,test-long,1
4/20/2022 18:27,4/20/2022 18:38,IP Address,64.246.126.244,100,707,TRUE,4/20/2022 18:38,R_3FWIzJ5aKOSMRxV,,,,,41.3021,-82.9971,anonymous,ZH-S,I agree,,,,,At least 80% of managers,,2.071,124.724,125.499,4,33.776,270.321,272.049,19,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Cool and dry,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,8,8,9,6,7,Male,40 to 49,"some college education, or 2 year college degree","$70,001 to $100,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2LEBJWW395FST,14,0,12804,Vignette-InfoOpportunity,FL_11,,,1
4/20/2022 18:45,4/20/2022 18:49,IP Address,73.215.37.114,100,250,TRUE,4/20/2022 18:49,R_1pScBJKHQoAQ0D4,,,,,39.7576,-74.2496,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $600 and Bill is awarded a bonus of $0,,,,0.489,0.489,51.864,1,,,,,,,,,,,,,,,,,,,,,,,,0.541,28.251,29.578,9,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,8,8,8,3,7,Female,30 to 39,"some college education, or 2 year college degree","$100,001 to $130,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A2PSFE934KC4MQ,0,4,52743,Vignette-MeritEmployment,FL_14,,test-short,1
4/20/2022 18:46,4/20/2022 18:54,IP Address,104.3.200.104,100,486,TRUE,4/20/2022 18:54,R_2PpaNkhSjJVElFT,,,,,39.0176,-95.7431,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,,0,0,78.296,0,15.95,99.313,100.845,17,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,7,9,10,1,10,Male,60 to 69,"some college education, or 2 year college degree","$100,001 to $130,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,A1GPH7RNBM7B86,15,0,33210,Vignette-RandomOpportunity,FL_12,,,1
4/20/2022 18:45,4/20/2022 18:54,IP Address,152.208.30.188,100,511,TRUE,4/20/2022 18:54,R_2uBWpWHwaZWfu85,,,,,40.2183,-77.0281,anonymous,ZH-S,I agree,,,,,At least 80% of managers,,,,,,1.951,177.183,178.14,30,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,9 months,To attract a mate,Weeks to months,Through their skin,Warm and wet,Earthworms do not sense light but rely on sonar,Castings,"Moles, rats, fish and toads",Twice its own body weight,53.788,53.788,54.6,1,,,,,,,,,8,7,4,9,9,Female,40 to 49,graduated from a 4 year college,"$0 to $15,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A2CG4RVYKJ62GW,11,0,93424,Vignette-InfoOpportunity,FL_13,tutorial-lowrelevance,,1
4/20/2022 18:45,4/20/2022 19:00,IP Address,108.46.203.156,100,863,TRUE,4/20/2022 19:00,R_1mruzWd5nsnfTRA,,,,,40.8275,-73.1225,anonymous,ZH-S,I agree,,,,,,At least 60% but below 80% of managers,0,0,300.116,0,79.962,223.533,225.503,22,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and dry,Through their skin,Castings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,8,5,4,10,Female,18 to 22,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,AXXFNNU3O0D5M,14,0,28619,Vignette-InfoEmployment,FL_11,,,1
4/21/2022 8:18,4/21/2022 8:21,IP Address,73.42.217.250,100,180,TRUE,4/21/2022 8:21,R_2VvBbK2pxPcKHeN,,,,,48.7494,-122.4896,anonymous,ZH-S,I agree,,,,,,At least 40% but below 60% of managers,0,0,88.706,0,,,,,,,,,,,,,,,,,,,,,,,,4.058,17.349,18.234,6,Building tunnels in the soil,Help them digest food,Fertilizer,Ring shaped parts that bend and stretch,4,2,8,1,5,Male,23 to 29,graduated from a 4 year college,"$50,001 to $70,000",Independent,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,A1BKPPZZPQ5TIS,0,3,16113,Vignette-InfoEmployment,FL_14,,test-short,1
4/21/2022 8:18,4/21/2022 8:22,IP Address,172.9.19.116,100,236,TRUE,4/21/2022 8:22,R_2arXMe0KiVV6gfu,,,,,34.0782,-84.6485,anonymous,ZH-S,I agree,,,,,,At least 60% but below 80% of managers,39.417,39.417,40.669,1,,,,,,,,,,,,,,,,,,,,,,,,6.238,16.666,17.672,4,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,8,9,6,5,10,Male,23 to 29,graduated from a 4 year college,"$100,001 to $130,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,APG6CXGVDL0G5,0,4,39336,Vignette-InfoEmployment,FL_14,,test-short,1
4/21/2022 8:18,4/21/2022 8:22,IP Address,163.116.135.123,100,221,TRUE,4/21/2022 8:22,R_2wT8rVL8AexPEjE,,,,,40.7425,-73.9877,anonymous,ZH-S,I agree,,,Jim is awarded a bonus of $500 and Bill is awarded a bonus of $100,,,,0,0,31.631,0,3.351,78.071,78.795,15,Building tunnels in the soil,Help them sense danger,Fertilizer,Ring shaped parts that bend and stretch,Dirt,More than 100,6 years,To create walls for the tunnels they dig,Weeks to months,Through their skin,Warm and wet,Through their skin,Earthworm feces,"Rats, fish, hawks and spiders",1/3 its own body weight,,,,,,,,,,,,,8,10,6,1,10,Male,30 to 39,some graduate school attended or higher,"$100,001 to $130,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,No (please specify your native language),French,Yes,A288J7MYC2QNL8,12,0,52217,Vignette-MeritEmployment,FL_13,tutorial-highrelevance,,1
4/21/2022 8:18,4/21/2022 8:22,IP Address,71.234.212.3,100,240,TRUE,4/21/2022 8:22,R_2YQuFf93H2ddnrL,,,,,41.5362,-72.0833,anonymous,ZH-S,I agree,,Jim is awarded a bonus of $400 and Bill is awarded a bonus of $200,,,,,0,0,28.953,0,3.434,66.74,67.594,16,Building tunnels in the soil,Help them grip the ground,Fertilizer,Ring shaped parts that bend and stretch,Micro-organisms,More than 1000,60 days,To create walls for the tunnels they dig,A few days at most,Through their skin,Warm and wet,Through their bristles,Casings,"Moles, rats, fish and toads",1/3 its own body weight,,,,,,,,,,,,,9,9,3,4,10,Female,30 to 39,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,A1L686CF71MCFX,9,0,58802,Vignette-RandomOpportunity,FL_11,,,1
