startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,consent,ready_quiz7,quiz7_1,quiz7_2,quiz7_3,allocation_luck10,allocation_luck00,allocation_luck01,allocation_luck50,allocation_luck90,allocation_luck99,allocation_luck100,ready_quiz8,quiz8_1,quiz8_2,quiz8_3,edu_15v4_belief,edu_15v4_decision,edu_15v0_belief,edu_15v0_decision,edu_15v1_belief,edu_15v1_decision,edu_15v7_belief,edu_15v7_decision,edu_15v11_belief,edu_15v11_decision,edu_15v14_belief,edu_15v14_decision,edu_15v15_belief,edu_15v15_decision,ready_quiz9,quiz9_1,quiz9_2,quiz9_3,emp_15v4_belief,emp_15v4_decision,emp_15v0_belief,emp_15v0_decision,emp_15v1_belief,emp_15v1_decision,emp_15v7_belief,emp_15v7_decision,emp_15v11_belief,emp_15v11_decision,emp_15v14_belief,emp_15v14_decision,emp_15v15_belief,emp_15v15_decision,survey_consideration,q121_4_text,q121_7_text,survey_opinion_educ,survey_opinion_employ,survey_surpassingReasons,male,age,edu,income,party,q129_6_text,attitude,englishNative,q1211_2_text,followup,connectID,participantid,assignmentid,projectid
2023-07-19 00:08:19,2023-07-19 00:16:55,IP Address,47.39.246.247,100,515,True,2023-07-19 00:16:55,R_1f1JNWIqpa5TTj8,,,,,33.0242,-85.072,anonymous,EN,0.800000011920929,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD304E7B576041DDB61085D02D28E6EC,abad82b2-f3fc-4403-957a-3e467719eb96,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:30,2023-07-19 00:17:13,IP Address,216.147.125.98,100,522,True,2023-07-19 00:17:14,R_2amoI7awCzlGXOE,,,,,39.7388,-104.9868,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,0,Worker A is paid $3 USD and Worker B is paid $3 USD.,0,Worker A is paid $3 USD and Worker B is paid $3 USD.,0,Worker A is paid $3 USD and Worker B is paid $3 USD.,7,Worker A is paid $3 USD and Worker B is paid $3 USD.,38,Worker A is paid $4 USD and Worker B is paid $2 USD.,60,Worker A is paid $5 USD and Worker B is paid $1 USD.,50,Worker A is paid $6 USD and Worker B is paid $0 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Female,40 to 49,"some college education, or 2 year college degree","$30,001 to $50,000",Republican,,The amount of inequality in society is very unacceptable.,Yes,,Yes,C6BEF133CFB74BFD9C7F25FB48C667F7,C6BEF133CFB74BFD9C7F25FB48C667F7,b9ba70e3-3f4b-4702-956c-2cd43dc8ff2d,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:31,2023-07-19 00:17:16,IP Address,71.56.166.43,100,524,True,2023-07-19 00:17:17,R_u3MqmxS39qj7qeZ,,,,,37.431,-77.6554,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,5,Worker A is paid $3 USD and Worker B is paid $3 USD.,1,Worker A is paid $2 USD and Worker B is paid $4 USD.,1,Worker A is paid $2 USD and Worker B is paid $4 USD.,10,Worker A is paid $3 USD and Worker B is paid $3 USD.,15,Worker A is paid $3 USD and Worker B is paid $3 USD.,40,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Female,23 to 29,"some college education, or 2 year college degree","$70,001 to $100,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,43358C5CFAB14E549D74DEDDA327F4E8,43358C5CFAB14E549D74DEDDA327F4E8,94ddbb75-e402-4649-9c5d-10c501dda008,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:14,2023-07-19 00:17:20,IP Address,174.85.102.56,100,545,True,2023-07-19 00:17:21,R_2S63zBaRltw1gpj,,,,,37.1357,-121.6502,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Worker A put more effort than Worker B into answering the multiple-choice questions,,Female,30 to 39,graduated from a 4 year college,"$130,001 to $170,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,46D0AD99DBE5470D856C6F09556B1B4E,46D0AD99DBE5470D856C6F09556B1B4E,ad3a05b6-627e-4fcb-a0b3-4b6d2acec0ec,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:17,2023-07-19 00:17:28,IP Address,73.137.122.164,100,551,True,2023-07-19 00:17:28,R_3UenrIFY7aVNcAh,,,,,33.9916,-83.8901,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,5,Worker A is paid $4 USD and Worker B is paid $2 USD.,0,Worker A is paid $5 USD and Worker B is paid $1 USD.,0,Worker A is paid $5 USD and Worker B is paid $1 USD.,20,Worker A is paid $3 USD and Worker B is paid $3 USD.,30,Worker A is paid $3 USD and Worker B is paid $3 USD.,45,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Female,40 to 49,graduated from a 4 year college,"$70,001 to $100,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,924DDC80B7E840C7A98C14888F8453EC,924DDC80B7E840C7A98C14888F8453EC,ed39fb4e-ab29-42c5-9f52-06781dce837f,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:13:59,2023-07-19 00:17:28,IP Address,104.244.148.103,100,209,True,2023-07-19 00:17:29,R_2398tv5ZiweLAUY,,,,,32.1484,-85.7264,anonymous,EN,0.800000011920929,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7AFFADA361464F95A44AF3FD3A902C96,951e4401-b40f-4052-a89a-b45bfb7c43cc,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:07:59,2023-07-19 00:17:30,IP Address,71.46.225.85,100,571,True,2023-07-19 00:17:31,R_3erFCVMjhJOn5gm,,,,,29.0247,-80.9584,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,2,Worker A is paid $3 USD and Worker B is paid $3 USD.,0,Worker A is paid $3 USD and Worker B is paid $3 USD.,0,Worker A is paid $3 USD and Worker B is paid $3 USD.,1,Worker A is paid $3 USD and Worker B is paid $3 USD.,3,Worker A is paid $3 USD and Worker B is paid $3 USD.,33,Worker A is paid $3 USD and Worker B is paid $3 USD.,49,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Female,70 or above,graduated from a 4 year college,"$15,001 to $30,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,6351F748534242D4BFC6E28BB8D8C5A4,6351F748534242D4BFC6E28BB8D8C5A4,a009d8d9-0859-4665-b831-93dbdb0ca922,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:11:36,2023-07-19 00:17:38,IP Address,191.96.106.239,100,362,True,2023-07-19 00:17:39,R_1oFL8NSLgVq9PCR,,,,,34.0261,-118.1756,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,11,Worker A is paid $5 USD and Worker B is paid $1 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,1,Worker A is paid $4 USD and Worker B is paid $2 USD.,4,Worker A is paid $4 USD and Worker B is paid $2 USD.,6,Worker A is paid $4 USD and Worker B is paid $2 USD.,11,Worker A is paid $3 USD and Worker B is paid $3 USD.,17,Worker A is paid $3 USD and Worker B is paid $3 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Worker A put more effort than Worker B into reading the tutorial materials.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,Worker B is more capable or skilled than Worker A.,Male,23 to 29,graduated from a 4 year college,"$70,001 to $100,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,0D3E6143AB2A4983A3ADEF579D858CD2,0D3E6143AB2A4983A3ADEF579D858CD2,e34feaa6-a755-4f89-b4f8-1ecc84cbaafe,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:07:37,2023-07-19 00:17:39,IP Address,73.34.204.70,100,602,True,2023-07-19 00:17:40,R_2uKD6ZkxAySvnug,,,,,39.997,-105.0974,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,11,Worker A is paid $3 USD and Worker B is paid $3 USD.,1,Worker A is paid $3 USD and Worker B is paid $3 USD.,3,Worker A is paid $3 USD and Worker B is paid $3 USD.,7,Worker A is paid $3 USD and Worker B is paid $3 USD.,15,Worker A is paid $3 USD and Worker B is paid $3 USD.,30,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Female,40 to 49,graduated from a 4 year college,"$70,001 to $100,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,414B488E96C149CB847C9410220F910E,414B488E96C149CB847C9410220F910E,3e0e6506-d2b7-4837-b45d-3f08bc94e4b9,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:40,2023-07-19 00:17:40,IP Address,104.51.55.71,100,540,True,2023-07-19 00:17:41,R_3FQoxmwvaBcigG1,,,,,37.7558,-121.9527,anonymous,EN,1,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE03BD921BA04B678DB67AD8AB70F41C,b51ab9ff-58bd-4fea-9734-4db90bac1789,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:29,2023-07-19 00:17:40,IP Address,74.105.5.145,100,550,True,2023-07-19 00:17:41,R_2SCPXEI8XQ6Uv9g,,,,,40.8905,-74.0504,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,10,Worker A is paid $4 USD and Worker B is paid $2 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,15,Worker A is paid $5 USD and Worker B is paid $1 USD.,15,Worker A is paid $5 USD and Worker B is paid $1 USD.,50,Worker A is paid $6 USD and Worker B is paid $0 USD.,50,Worker A is paid $6 USD and Worker B is paid $0 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,"Worker B answered their 11 questions very carefully, while Worker A was not so careful when answering their 15 multiple-choice questions.",Female,30 to 39,some graduate school attended or higher,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,5B686D7191734869B0BA7ABFB1CCC796,5B686D7191734869B0BA7ABFB1CCC796,ba4bba72-9b01-43a1-bdf6-4d5bf28bb9bd,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:09:03,2023-07-19 00:17:46,IP Address,67.212.107.127,100,522,True,2023-07-19 00:17:46,R_9BjiET2K7aXmyyZ,,,,,42.5243,-92.4479,anonymous,EN,0.8999999761581421,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended not to redistribute because I believe the original rules of the reward scheme between the two workers was fair.",,,Worker A put more effort than Worker B into reading the tutorial materials.,Worker A put more effort than Worker B into answering the multiple-choice questions,,Male,30 to 39,graduated from a 4 year college,"$50,001 to $70,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,DE0C3AB41D2E4C96A4030B1D6ED1C5A1,DE0C3AB41D2E4C96A4030B1D6ED1C5A1,67aafd71-6ab4-4673-9444-84b2570d1da2,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:10,2023-07-19 00:17:49,IP Address,68.161.219.120,100,578,True,2023-07-19 00:17:50,R_2Yn6Fj07FfV5Ihx,,,,,40.8199,-73.6183,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Male,23 to 29,some graduate school attended or higher,"$100,001 to $130,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,6CD86193E5AA4764BC61D374C3B5A295,6CD86193E5AA4764BC61D374C3B5A295,01140eff-1f6e-4ccb-a6a9-ecaf6cac47c2,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:07:48,2023-07-19 00:18:00,IP Address,162.83.144.239,100,612,True,2023-07-19 00:18:01,R_094Ws60Ds5QPkvD,,,,,40.8646,-73.8981,anonymous,EN,1,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $1 USD and Worker B is paid $5 USD.,Worker A is paid $0 USD and Worker B is paid $6 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Both Worker A and Worker B put a similar amount of effort into answering the multiple-choice questions.,,Female,23 to 29,some graduate school attended or higher,"$70,001 to $100,000",Republican,,The amount of inequality in society is very unacceptable.,Yes,,Yes,2F8915E2FA75464A9626D0B87D760AB8,2F8915E2FA75464A9626D0B87D760AB8,0a152b6a-e24b-4eef-a2f8-58e7cc96438d,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:01,2023-07-19 00:18:29,IP Address,76.122.10.47,100,627,True,2023-07-19 00:18:29,R_32QnQpCzVDQAdIG,,,,,29.6669,-81.6579,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,94,Worker A is paid $5 USD and Worker B is paid $1 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,1,Worker A is paid $5 USD and Worker B is paid $1 USD.,26,Worker A is paid $4 USD and Worker B is paid $2 USD.,60,Worker A is paid $4 USD and Worker B is paid $2 USD.,47,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Worker A put more effort than Worker B into answering the multiple-choice questions,"Worker B answered their 11 questions very carefully, while Worker A was not so careful when answering their 15 multiple-choice questions.",Female,60 to 69,graduated from a 4 year college,"$30,001 to $50,000",Democrat,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,7A0ED38B43CC4C6DBD79C4E8569E4813,7A0ED38B43CC4C6DBD79C4E8569E4813,4c431300-c988-4b42-a25c-027e23eac7ab,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:17,2023-07-19 00:18:35,IP Address,71.75.145.175,100,617,True,2023-07-19 00:18:36,R_3KrQh8tz5mbhGjw,,,,,36.0406,-80.26,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,28,Worker A is paid $6 USD and Worker B is paid $0 USD.,28,Worker A is paid $6 USD and Worker B is paid $0 USD.,9,Worker A is paid $6 USD and Worker B is paid $0 USD.,50,Worker A is paid $6 USD and Worker B is paid $0 USD.,26,Worker A is paid $6 USD and Worker B is paid $0 USD.,12,Worker A is paid $6 USD and Worker B is paid $0 USD.,5,Worker A is paid $6 USD and Worker B is paid $0 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended not to redistribute because I believe the original rules of the reward scheme between the two workers was fair.",,,Worker B put more effort than Worker A into reading the tutorial materials.,Worker B put more effort than Worker A into answering the multiple-choice questions,,Male,23 to 29,"some college education, or 2 year college degree","$0 to $15,000",Independent,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,84EF3A4660034354B098DECA683C4357,84EF3A4660034354B098DECA683C4357,1fca7b15-8f21-4663-ba5e-ea37bff40159,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:09,2023-07-19 00:18:40,IP Address,181.214.39.72,100,631,True,2023-07-19 00:18:41,R_1j8nsrHGCi1OWOo,,,,,32.7797,-96.8022,anonymous,EN,0.8999999761581421,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $5 USD and Worker B is paid $1 USD.,Worker A is paid $4 USD and Worker B is paid $2 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,,Male,30 to 39,graduated from a 4 year college,"$170,001 or above",Republican,,I feel neutral about the current degree of inequality in society.,Yes,,Yes,1105F280E99348E591456C83703A3BBF,1105F280E99348E591456C83703A3BBF,32aa14d5-fcff-4b37-aa71-34a9a18cfd16,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:07:43,2023-07-19 00:19:01,IP Address,70.178.45.134,100,678,True,2023-07-19 00:19:01,R_1K7rw3iZlGaUjGK,,,,,35.4028,-94.3911,anonymous,EN,0.800000011920929,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,51,Worker A is paid $4 USD and Worker B is paid $2 USD.,35,Worker A is paid $4 USD and Worker B is paid $2 USD.,38,Worker A is paid $4 USD and Worker B is paid $2 USD.,55,Worker A is paid $5 USD and Worker B is paid $1 USD.,70,Worker A is paid $4 USD and Worker B is paid $2 USD.,79,Worker A is paid $3 USD and Worker B is paid $3 USD.,84,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers as well as myself.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,,Male,60 to 69,graduated from a 4 year college,"$30,001 to $50,000",Independent,,The amount of inequality in society is moderately reasonable.,Yes,,Yes,18BDFB63C00F45EAAF36A1523167E72A,18BDFB63C00F45EAAF36A1523167E72A,e2cc23f2-5637-4531-a9a9-f1f196065758,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:39,2023-07-19 00:19:03,IP Address,156.146.49.3,100,624,True,2023-07-19 00:19:04,R_pgc0xaIC2UcD5ux,,,,,47.6034,-122.3414,anonymous,EN,,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,2,Worker A is paid $5 USD and Worker B is paid $1 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,7,Worker A is paid $4 USD and Worker B is paid $2 USD.,5,Worker A is paid $4 USD and Worker B is paid $2 USD.,8,Worker A is paid $3 USD and Worker B is paid $3 USD.,12,Worker A is paid $3 USD and Worker B is paid $3 USD.,7,Worker A is paid $3 USD and Worker B is paid $3 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers as well as myself.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Worker A put more effort than Worker B into answering the multiple-choice questions,Worker B is more capable or skilled than Worker A.,Female,18 to 22,graduated from a 4 year college,"$70,001 to $100,000",Republican,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,7DF794EA23F14B1CA89848629AC9A8B4,7DF794EA23F14B1CA89848629AC9A8B4,e0708e60-ea4e-4fd6-a26e-e7092374984c,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:44,2023-07-19 00:19:09,IP Address,165.124.85.59,100,624,True,2023-07-19 00:19:10,R_3nMDCEgSVpc9apU,,,,,42.055,-87.6951,anonymous,EN,0.8999999761581421,I agree,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,12,Worker A is paid $3 USD and Worker B is paid $3 USD.,9,Worker A is paid $3 USD and Worker B is paid $3 USD.,13,Worker A is paid $3 USD and Worker B is paid $3 USD.,39,Worker A is paid $3 USD and Worker B is paid $3 USD.,80,Worker A is paid $3 USD and Worker B is paid $3 USD.,54,Worker A is paid $3 USD and Worker B is paid $3 USD.,50,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Both Worker A and Worker B put a similar amount of effort into reading the tutorial materials.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,,Female,23 to 29,some graduate school attended or higher,"$30,001 to $50,000",Democrat,,The amount of inequality in society is very unacceptable.,Yes,,Yes,8FDB4436C83A472D9C703368E81AC551,8FDB4436C83A472D9C703368E81AC551,a0c285ec-c20b-48f8-8b4d-9276718e261c,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:29,2023-07-19 00:19:27,IP Address,108.52.94.227,100,657,True,2023-07-19 00:19:27,R_1JKQmGKRjjZUpBv,,,,,40.2104,-74.8278,anonymous,EN,0.8999999761581421,I agree,I am ready for the comprehension quiz.,True,True,True,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $6 USD and Worker B is paid $0 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,Worker A is paid $3 USD and Worker B is paid $3 USD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,,Female,30 to 39,completed high school,"$0 to $15,000",Independent,,The amount of inequality in society is very unacceptable.,Yes,,Yes,4B0B3A0F897643FDABA241D036DC2DE2,4B0B3A0F897643FDABA241D036DC2DE2,47effea3-9888-444d-9d1f-530732b090b8,b0ec47ea-a66e-487e-8eee-ba75880445df
2023-07-19 00:08:24,2023-07-19 00:19:40,IP Address,71.28.37.220,100,675,True,2023-07-19 00:19:41,R_OpBjkZNqOBB91vj,,,,,31.4996,-82.8471,anonymous,EN,1,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am ready for the comprehension quiz.,True,True,True,65,Worker A is paid $5 USD and Worker B is paid $1 USD.,0,Worker A is paid $6 USD and Worker B is paid $0 USD.,1,Worker A is paid $5 USD and Worker B is paid $1 USD.,40,Worker A is paid $5 USD and Worker B is paid $1 USD.,45,Worker A is paid $4 USD and Worker B is paid $2 USD.,50,Worker A is paid $4 USD and Worker B is paid $2 USD.,50,Worker A is paid $4 USD and Worker B is paid $2 USD.,"Generally, I tended to redistribute the money based on what I believe is fair between the two workers.",,,Whether Worker A or Worker B put more effort into reading the tutorial materials depended on the specific scenario in question.,Whether Worker A or Worker B put more effort into answering the multiple-choice questions depended on the specific scenario in question.,Worker B studied the tutorial material more carefully (ie. taking more time to read and think about it) than Worker A did.,Male,40 to 49,some graduate school attended or higher,"$0 to $15,000",Independent,,The amount of inequality in society is somewhat unacceptable.,Yes,,Yes,47502810F97248309AA8E163AC8E71F8,47502810F97248309AA8E163AC8E71F8,363d1beb-16af-4409-89ac-abf13233ad0f,b0ec47ea-a66e-487e-8eee-ba75880445df
